ID,MONTHS_BALANCE,STATUS
5010106,-1,X
5136937,-22,0
5041276,-20,X
5069263,-20,C
5003814,-33,0
5090869,-10,C
5002977,-9,C
5009153,-45,C
5074751,-1,X
5095159,-27,X
5091054,-13,0
5001823,-4,0
5033692,-28,0
5146246,-33,C
5095852,-32,C
5005295,-37,0
5111107,-13,X
5120618,-13,0
5112655,-17,X
5003084,-32,C
5053201,-2,X
5126794,-8,C
5118362,-19,C
5065711,-39,C
5045771,-11,C
5008995,-27,0
5038807,-39,0
5041859,-32,C
5106028,-9,C
5149720,-2,X
5018299,-15,0
5060145,-1,X
5079128,-13,X
5024334,-6,C
5009515,-49,0
5091141,-26,C
5009140,-13,0
5022238,-52,X
5005282,-10,C
5100230,-3,C
5117711,-15,C
5095445,-8,X
5117844,-3,C
5010659,-39,C
5018446,-12,0
5052692,-27,X
5090915,-40,X
5146051,-5,X
5045418,-23,C
5096856,-18,C
5117081,-27,0
5135873,-49,X
5137124,-43,C
5091503,-50,X
5045343,-35,X
5002337,-17,X
5067183,-33,C
5116594,0,C
5120265,-2,C
5001997,-33,X
5142210,-16,0
5017603,-5,X
5003125,-6,C
5117284,-17,C
5025067,-14,C
5011831,-13,C
5079053,-27,0
5062475,-34,0
5004595,-50,X
5105749,0,0
5078799,-19,C
5150286,-12,C
5036442,-21,C
5003178,-7,C
5069106,-1,0
5091175,-4,0
5022519,-10,X
5045654,-4,0
5116195,-15,C
5149981,-15,C
5105310,0,X
5047848,-24,X
5120397,-2,C
5122018,-6,C
5053180,-20,C
5058348,-14,X
5086051,-8,C
5111163,-8,C
5106100,-3,C
5115457,-26,X
5021984,-19,C
5024361,-10,0
5033697,-26,0
5016662,-8,C
5099770,-23,C
5046341,-3,C
5089203,-9,X
5054687,-7,C
5096567,-4,C
5126453,-31,0
5061296,-20,C
5142638,-28,C
5017674,-23,0
5122190,-9,0
5053679,-21,X
5034015,-26,C
5126401,-4,0
5067392,-12,0
5142964,-2,C
5061386,-7,C
5142231,-9,C
5112923,-26,X
5005214,-46,0
5010133,-40,C
5023678,-10,C
5126335,-33,C
5132545,-13,C
5065819,-9,X
5089504,-37,X
5095326,-26,C
5046371,-14,0
5116203,0,C
5017186,-17,C
5041073,-14,0
5126338,-1,C
5004405,-11,0
5122300,-6,0
5068453,-6,X
5137211,-5,X
5104990,-30,C
5079222,-4,C
5112624,-13,X
5146261,-18,0
5105394,-22,0
5003679,-3,C
5113152,-9,X
5145881,-6,C
5142871,-18,C
5023723,-8,X
5118617,-37,C
5090030,-17,0
5126151,-5,1
5009100,-23,X
5009161,0,C
5105000,-38,0
5033499,-5,0
5060237,-45,0
5009830,-34,X
5125936,-15,0
5105245,-23,X
5139308,-11,C
5050527,-10,X
5068966,-48,X
5002280,-1,C
5125866,-25,C
5093285,-21,C
5065683,-42,0
5026086,-3,0
5113020,-13,X
5003520,-15,X
5115979,-33,C
5115451,-28,C
5060744,-12,C
5091598,-48,0
5054455,-3,C
5142340,-18,C
5112676,-24,0
5033956,-38,C
5143602,-16,0
5010032,-7,0
5116401,-30,C
5115956,-23,X
5056224,-24,0
5052719,-23,C
5048491,-31,C
5003893,-32,C
5059975,-12,0
5017683,-34,C
5105130,-45,0
5017516,0,X
5036906,-11,C
5105669,-15,X
5008942,-36,0
5012213,-11,C
5137492,-20,C
5021735,-6,0
5116005,-19,X
5012103,-7,0
5016883,-20,0
5112683,-26,C
5126673,-37,0
5105178,-3,C
5056164,-27,C
5135898,-20,C
5009384,-7,C
5120752,-16,X
5079290,-9,X
5054058,-21,0
5114131,-13,C
5021284,-19,C
5053785,-6,C
5089650,-11,C
5021670,-36,0
5092146,-5,0
5090737,-30,1
5091400,-8,C
5104901,-38,0
5050949,-15,0
5117868,-5,C
5004586,-13,C
5058411,-9,C
5002183,-5,0
5118152,-37,0
5096413,-9,0
5021922,-4,0
5024176,-39,C
5087481,-5,0
5090338,-6,0
5002467,-4,0
5004722,-39,X
5069465,-2,C
5038611,-11,C
5052988,-4,C
5041637,-4,C
5021196,-14,X
5028382,-10,C
5139956,-14,X
5096655,-17,C
5111102,-50,C
5029316,-11,C
5021656,-27,X
5096451,-51,0
5029212,-18,X
5005155,-2,C
5002190,-4,0
5033800,-20,X
5116246,-32,X
5118405,-40,0
5148867,-27,X
5029056,-24,C
5001859,-24,C
5120647,-1,C
5011605,-46,C
5104927,-12,C
5060358,-38,X
5003230,-23,0
5061439,-37,C
5100229,-37,C
5024391,-34,0
5116947,-29,0
5120368,-10,C
5012223,-3,C
5105257,-20,0
5060196,-11,C
5048610,0,0
5009951,0,X
5051034,-7,C
5048091,-38,X
5118315,-1,C
5092426,-6,X
5018390,-7,C
5135811,-12,0
5047905,-10,C
5060290,-10,0
5023560,-37,0
5074686,-22,0
5056006,-46,0
5048601,-19,0
5036994,-30,0
5135539,-40,X
5120834,-11,0
5116792,-3,0
5041825,-33,X
5002916,-18,X
5121949,-25,0
5143292,-35,C
5092407,-36,C
5121694,-6,C
5002130,-6,X
5001843,-13,C
5117409,-4,X
5145869,-26,C
5142218,-2,C
5058360,-2,0
5068602,-29,X
5050765,-7,X
5078406,-11,0
5005272,-13,0
5126617,-4,C
5067296,-41,0
5120549,-10,C
5113910,0,C
5089401,-6,C
5116559,-38,C
5053760,-26,X
5003284,-41,0
5004191,-28,0
5053029,-11,C
5112972,-4,0
5118326,-4,X
5041847,-44,C
5091805,0,1
5017032,-21,C
5023897,-14,0
5089096,-27,0
5106095,-1,C
5003137,-20,0
5002202,-17,C
5005272,-23,0
5012147,-22,0
5004655,-3,C
5028920,-7,X
5097117,-1,C
5112916,-18,C
5065573,-36,C
5126266,-24,X
5042276,-18,C
5139975,-6,C
5035886,-21,C
5095162,-39,X
5028953,-31,C
5067400,-41,1
5142821,-20,C
5047683,-3,X
5116617,-37,0
5024785,-3,0
5009302,-2,C
5120580,-3,X
5116339,-24,0
5003002,-41,0
5059816,-17,0
5065413,-18,X
5004571,-8,0
5139461,-8,C
5068378,-15,0
5149522,-4,0
5021251,-44,0
5119995,-18,C
5078694,-19,C
5095279,-16,C
5002940,-22,X
5143436,-24,C
5001808,-46,0
5142972,-4,C
5061333,-4,0
5126174,-15,0
5091070,-16,0
5122276,0,C
5090614,-5,C
5062735,-7,0
5118387,-15,C
5023897,-17,0
5113763,-1,0
5142744,-15,C
5067249,-30,0
5142245,-15,0
5149466,-26,0
5002054,-20,X
5056236,-38,0
5121013,-6,C
5137017,-1,C
5045802,-20,X
5142162,-16,0
5016250,-6,X
5139731,-6,0
5021702,-35,X
5016677,-28,C
5117929,-15,0
5089628,-11,0
5096734,-16,C
5089606,-25,C
5026151,-5,0
5002058,-55,0
5045080,-25,0
5009391,-26,0
5137450,-12,0
5012536,-16,X
5016757,-7,C
5120445,-28,C
5104947,-3,5
5085789,-17,0
5024868,-41,C
5137333,-11,0
5125651,-24,C
5142332,-4,C
5004520,-24,C
5125889,-32,C
5005381,-26,0
5059918,-24,C
5046434,-18,C
5060529,-43,0
5062319,-1,0
5125721,-43,C
5045898,-10,0
5069147,-3,C
5091255,-2,X
5089072,-5,0
5038844,-16,C
5096087,-7,X
5105940,-11,C
5002652,-1,X
5135435,-3,C
5121070,-10,0
5091524,-24,C
5062223,-5,X
5017196,-51,C
5148534,-34,0
5004608,-22,0
5126723,-13,C
5009960,-15,0
5050913,-27,X
5062745,-10,0
5051025,-20,X
5089983,0,C
5029083,-1,X
5054438,-10,C
5143589,-11,C
5021218,-11,C
5117515,-36,X
5012329,-30,C
5092025,0,X
5018054,-6,C
5023164,-12,C
5148939,-17,C
5118000,-35,0
5089634,-31,0
5091111,-10,X
5061840,-6,C
5054162,-5,0
5148815,-47,X
5024620,-12,0
5120546,-34,X
5004422,-5,0
5099843,-16,C
5012579,-14,X
5005138,-2,0
5054492,-7,0
5002628,-4,0
5125778,-26,C
5060346,-16,X
5104985,-3,0
5050540,-42,0
5018085,-3,C
5089996,-3,C
5022647,-32,0
5023718,-14,C
5114630,-15,0
5012463,-26,0
5078569,-24,C
5086013,-8,X
5068559,-29,X
5012062,-12,X
5091002,-7,C
5111185,-17,0
5068396,-42,X
5017396,-15,0
5137461,0,C
5066523,-7,0
5035888,-8,0
5117193,-28,C
5148529,-37,C
5010265,-20,X
5096339,-32,0
5137138,-32,C
5113719,-6,0
5095454,-11,C
5090162,-41,0
5139954,-15,C
5029335,-36,C
5016841,-14,0
5113239,-9,C
5045692,-3,C
5054644,-21,C
5113896,-28,0
5069425,-19,0
5116465,-32,0
5003604,-18,X
5087865,-3,0
5078968,-12,X
5011950,-54,X
5010259,-6,C
5092249,-54,C
5061587,-8,0
5004748,-2,X
5060709,-15,C
5009285,-53,0
5126119,-3,0
5125892,-23,0
5033775,-33,0
5121038,-30,C
5002474,-52,0
5060226,-30,0
5028731,-11,C
5003629,0,C
5033534,-6,0
5061933,-38,C
5042028,-16,C
5012566,-9,C
5091172,-18,C
5096613,0,C
5148534,-24,C
5029125,-5,C
5118123,-12,C
5023490,-26,C
5046137,-12,C
5065619,-12,C
5046548,-6,C
5105177,-19,C
5078995,-9,C
5048047,-51,C
5021888,-14,0
5088837,-4,X
5018293,-41,X
5095315,-8,C
5005634,-44,0
5009732,-12,C
5137532,-13,C
5056167,-14,0
5010376,-16,C
5111072,-31,0
5148609,-38,0
5035857,-9,1
5002698,-16,C
5003913,-16,0
5122197,-22,C
5115656,-9,C
5016386,-33,X
5061888,-14,X
5029645,-2,C
5021413,-26,0
5135457,-13,C
5046018,-26,C
5091806,-1,0
5126259,-5,C
5118126,-37,X
5069038,-16,0
5017188,-44,X
5079025,-5,C
5022543,-5,C
5079219,-47,0
5037134,-36,0
5003670,-13,X
5115755,-44,0
5033674,-36,C
5047795,-3,0
5004602,-11,C
5026548,-2,0
5021706,-36,0
5126544,-3,C
5105967,-29,C
5113262,-32,X
5061358,-41,C
5016842,-6,C
5126152,-20,X
5148750,-37,0
5079009,-18,0
5143305,-30,C
5002675,-11,0
5149839,-17,0
5002638,-40,X
5142147,-15,C
5035887,-6,0
5023735,-28,C
5024825,-16,X
5062144,-4,C
5038577,-16,C
5067883,-11,C
5105261,-6,0
5092294,-18,C
5085899,-41,0
5148752,0,0
5017403,-10,C
5139924,-4,C
5018503,-20,C
5068080,-21,X
5023445,-4,0
5003115,-52,0
5118376,-28,C
5046447,-52,0
5024350,-44,X
5017196,-13,C
5113416,-33,C
5044710,-24,0
5024457,-31,C
5056180,-12,0
5137174,-20,0
5016740,-3,X
5100271,-20,C
5096043,-29,C
5033443,-8,X
5003295,-37,C
5115701,-45,X
5003015,-16,0
5088880,-48,X
5091297,-46,0
5010622,-2,C
5149270,-44,0
5149745,-24,C
5053703,-19,C
5137053,-33,X
5003467,-45,C
5054336,-9,C
5053742,-3,C
5005897,-49,X
5021257,-3,0
5113105,-33,X
5024082,-27,C
5050753,-3,C
5062182,-18,C
5125862,-16,0
5136922,-24,1
5033919,-9,C
5005673,-2,C
5117688,-24,C
5029453,-32,X
5010685,-13,X
5056074,-9,C
5036641,-16,C
5029442,-41,C
5087626,-44,0
5068858,-5,C
5053886,-2,C
5121205,-43,X
5105038,-14,C
5003121,-14,C
5126128,-37,0
5095869,-35,C
5002567,-37,C
5137190,-16,C
5126247,-17,C
5023599,0,0
5104930,-26,0
5067322,-47,X
5062537,-1,C
5021544,-39,C
5004369,-16,0
5012254,-28,X
5009481,-5,0
5021336,-41,X
5038612,-58,0
5116258,-32,0
5113568,-37,X
5024207,-8,C
5017321,-14,0
5004417,-12,C
5059996,-14,X
5047670,-24,C
5117628,-18,0
5053469,-2,C
5012284,-5,0
5142793,-1,C
5005276,-46,X
5069028,-14,C
5112649,-16,X
5090140,-15,X
5023144,-41,X
5002894,-53,X
5100141,-6,C
5139704,-7,C
5025248,-14,1
5062721,-12,0
5145873,-20,C
5113977,-30,0
5089525,0,0
5078473,-7,X
5122212,-7,X
5017262,-48,0
5012310,-17,X
5113193,-30,C
5050440,-9,X
5142574,-22,C
5005728,-18,0
5116518,-34,0
5056164,-18,C
5022359,-4,C
5091606,-3,C
5095611,-49,C
5149425,-13,0
5056082,-51,0
5011714,-20,0
5018093,-9,0
5048285,-21,0
5060108,-29,0
5050661,-39,0
5092328,-8,1
5023608,-17,X
5117601,-2,C
5104927,-36,X
5010172,-49,0
5125281,-12,X
5029288,-24,0
5146484,-34,C
5119971,-17,C
5056146,-20,X
5053355,-2,C
5042088,-2,X
5017224,-7,C
5126814,-3,C
5045615,-13,C
5125810,-34,C
5059823,-25,C
5021707,-30,0
5048517,-40,X
5003258,-1,C
5113853,-4,X
5059963,-15,0
5045820,-19,C
5135621,-16,0
5149670,-17,C
5105230,-18,0
5061229,0,C
5149254,-3,X
5028932,-25,X
5143088,-33,1
5096211,-2,C
5099712,-5,C
5088245,-11,C
5002799,-27,C
5059977,-1,C
5017223,-40,0
5068142,-34,C
5004127,-16,C
5028833,-9,0
5062690,-7,0
5054332,-26,X
5004584,-17,C
5009535,-9,C
5061313,-18,C
5051034,-2,C
5089901,-1,C
5069530,-11,0
5003988,-34,C
5045432,-25,C
5120152,-12,0
5011403,-40,C
5132686,-47,0
5003999,-32,C
5116043,-19,C
5052867,-26,0
5089549,-33,X
5054660,-8,0
5033431,-25,C
5046503,-6,C
5029254,-15,0
5118409,-7,C
5090999,-4,C
5114650,-1,0
5115476,-6,0
5094896,-54,C
5091232,-12,X
5125628,-24,X
5004513,-3,C
5121000,-40,C
5012018,-21,C
5120539,-38,0
5012458,-5,X
5089954,-34,0
5033966,-17,C
5016948,-16,C
5149345,-42,C
5118198,-7,X
5114551,-8,X
5143621,-40,0
5004437,-23,C
5091808,-14,C
5054598,-9,C
5022046,-13,C
5061595,-23,0
5112850,-21,X
5121744,-27,0
5120466,-13,C
5067536,-14,C
5028349,-15,0
5044908,-17,C
5004961,-51,C
5066883,-5,0
5149762,-22,X
5069507,-15,0
5091512,-16,C
5142185,-1,C
5096329,-10,C
5048021,-14,X
5118504,-7,C
5029060,-17,C
5143237,-32,C
5117844,-4,C
5065764,-14,0
5116651,-37,X
5018428,-12,0
5054611,-8,C
5095266,-15,C
5085671,-3,0
5048017,-25,0
5126205,-19,C
5132842,-29,C
5125956,-6,C
5091373,-8,C
5118557,-20,C
5117279,-22,C
5054290,-47,0
5106159,-23,X
5011337,-24,C
5118395,-9,C
5017864,-5,C
5148554,-23,0
5068407,-30,0
5003811,-5,0
5096751,-28,X
5105580,-11,0
5114258,-10,0
5023311,-17,C
5094954,-10,C
5010453,-29,C
5142161,-9,0
5060341,-9,0
5140169,-11,X
5016415,-8,0
5004385,-3,C
5061680,-19,C
5116220,-53,0
5118348,-2,X
5086029,-12,X
5090963,-2,X
5121657,-5,C
5003140,-46,0
5126501,-25,0
5038807,-24,X
5053229,-6,C
5114057,-30,C
5059910,-28,X
5012120,-9,C
5028615,-11,C
5135936,-14,C
5065566,-10,0
5122145,-5,C
5010249,-31,C
5143482,-24,C
5005864,-4,X
5113650,-11,X
5105315,-17,C
5065537,-21,0
5137100,-12,0
5017405,-2,C
5036134,-2,C
5025787,-17,0
5023020,-2,C
5010689,-17,0
5011428,-13,C
5004257,-4,C
5002902,-2,C
5012215,-39,C
5011874,-2,C
5113114,0,C
5038604,-12,C
5035860,-8,C
5038557,-2,0
5113987,-47,C
5114441,-2,C
5061778,-6,C
5018226,-22,0
5096375,-25,C
5113082,-1,C
5023623,-14,0
5025260,-20,C
5137211,-9,X
5010151,-7,0
5095991,-2,C
5089843,-22,C
5120664,-41,X
5112935,-13,0
5095953,-1,X
5132742,-11,0
5018503,-53,0
5035739,-18,0
5116294,-21,C
5149927,-34,X
5011744,-38,X
5094925,-13,0
5067493,-17,C
5060596,-1,C
5002243,-24,0
5067134,-50,X
5120664,-47,X
5099883,-2,C
5116393,-11,0
5024908,-25,0
5139461,-5,C
5024705,-51,0
5113426,-20,X
5121060,-3,0
5113803,-22,C
5060204,-13,X
5038644,-36,0
5017410,-26,C
5003339,-7,C
5010641,-35,C
5059777,-17,0
5117946,0,X
5004671,-32,X
5053021,-54,0
5017098,-11,0
5041086,-5,C
5105405,-4,C
5074674,-6,0
5068601,-26,X
5113130,-19,C
5068051,-11,C
5090596,-25,C
5090298,-9,C
5036562,-23,C
5028808,-31,0
5105167,-37,0
5002754,-5,C
5120258,-24,0
5041904,-6,X
5033899,-37,X
5125475,-13,0
5005483,-28,X
5022454,-23,0
5023776,-27,C
5041407,-26,X
5058357,0,0
5121047,0,C
5091253,-49,0
5125661,-38,C
5100349,-32,C
5117442,-35,0
5067313,-6,C
5096142,-29,0
5105803,-44,C
5012686,-3,0
5062092,-25,0
5066673,-2,C
5023517,-17,C
5062223,-23,X
5011116,-7,X
5050840,-14,0
5092215,0,X
5065348,-56,X
5150209,-17,C
5058266,-4,0
5053597,-12,0
5028790,0,0
5117041,0,C
5091859,-17,C
5018330,-49,0
5062416,-24,C
5092325,-17,0
5048170,-35,C
5045384,-23,C
5004165,-41,C
5068314,-26,X
5047915,-35,0
5126732,-37,0
5046547,-21,C
5017737,-42,0
5045029,-37,0
5116782,-11,0
5115892,-2,0
5061625,-6,0
5142183,-36,5
5142096,-7,X
5100349,-31,C
5122261,-1,0
5061271,-19,0
5005328,-27,C
5024641,-27,C
5065500,-4,C
5149308,-12,C
5058345,-55,0
5028628,-16,0
5148738,-1,X
5067327,-12,X
5079044,-35,C
5078946,-34,0
5067394,-4,X
5037103,-8,1
5091763,-20,0
5091686,-4,0
5051191,-20,0
5068331,-47,X
5142830,-15,0
5126082,-36,C
5150038,-4,C
5137082,-13,X
5060582,-42,C
5066464,-17,X
5089716,-34,C
5022424,-10,0
5104983,-14,0
5056189,-11,X
5118349,-26,0
5011514,-6,0
5092288,-15,X
5105678,-23,C
5096180,-5,C
5004722,-34,X
5114151,-52,0
5121146,-3,C
5135677,-10,C
5016329,-25,0
5024787,-12,0
5105007,-21,C
5061251,-53,0
5078482,-32,C
5142654,-23,C
5091206,-24,0
5021367,-10,C
5046034,-2,0
5062408,-7,C
5011209,-1,C
5092002,-48,C
5035449,-40,0
5024205,-27,C
5067793,-9,X
5137227,-8,0
5024043,-49,C
5118086,-4,C
5024361,-3,C
5121677,-35,0
5146484,-52,0
5002566,-24,C
5017300,-3,C
5120625,-9,X
5017101,-9,C
5023942,-5,C
5095322,-24,0
5003038,-9,C
5009051,-31,C
5005871,-4,C
5047671,-6,C
5146301,-20,C
5146468,-23,C
5058366,-46,0
5115639,-19,0
5022851,-8,C
5045774,-52,0
5089260,-35,C
5106139,-34,0
5003428,-25,C
5018253,-17,0
5002007,-3,C
5078762,-37,0
5023431,-35,C
5105270,-18,C
5113376,-9,X
5146174,-12,C
5012655,-9,C
5085752,-5,0
5065413,-2,X
5121737,-33,X
5045489,-43,C
5052978,-33,X
5012327,-53,C
5092420,-2,C
5117645,-12,X
5096827,-13,C
5120003,-26,C
5125856,-25,C
5125750,-6,C
5143019,-16,C
5065727,-10,X
5068003,-31,C
5148845,-26,0
5061950,-3,X
5089131,-11,0
5060264,-48,0
5011136,-11,X
5036922,-54,0
5069478,-14,X
5097124,-44,X
5010843,-8,X
5011114,-37,X
5125833,-4,1
5137071,-1,C
5022086,-13,X
5105408,-36,C
5053919,-12,C
5022626,-1,0
5016324,-8,0
5012449,-36,0
5095272,-13,C
5060838,-19,X
5115814,-24,C
5113614,-41,0
5062209,-38,X
5069473,-30,X
5091911,-6,X
5005737,-47,X
5116145,-47,X
5012721,-30,0
5024528,-18,0
5036577,-59,X
5061839,-5,0
5010522,-17,C
5010815,-38,X
5041905,-7,0
5003690,-18,C
5135710,-47,X
5062182,-17,C
5025658,-27,C
5011738,-1,C
5018300,-12,C
5023292,-7,X
5066643,-26,C
5078375,-14,C
5038917,-4,X
5140090,-3,C
5146294,-23,C
5016371,-14,C
5105136,-11,C
5012148,-43,0
5004136,-9,X
5117095,-8,X
5065761,-1,C
5021881,-34,C
5037067,-34,C
5054203,-6,0
5028622,-5,C
5002448,-34,X
5005731,-1,0
5023624,-10,0
5028605,-23,0
5096748,-20,0
5100334,-7,C
5088439,-8,0
5023357,0,C
5016943,-25,X
5029097,-5,C
5143351,0,0
5148869,-9,0
5114293,-9,0
5092436,-24,C
5137191,-29,0
5002341,-8,X
5116291,-50,X
5002432,-30,C
5017801,-14,X
5105140,-14,0
5100422,-22,0
5009279,-35,0
5005668,-5,C
5061741,-24,C
5048372,-24,C
5048610,-16,0
5068869,-46,X
5054483,-11,0
5029535,-14,0
5016742,-17,C
5068310,-11,C
5106016,-3,0
5135614,-10,C
5149977,-45,0
5125246,-6,0
5106023,-11,C
5046428,-6,C
5099801,-9,C
5118356,-23,C
5090148,-27,X
5100437,-33,C
5017637,-16,C
5023101,-30,0
5122250,-21,C
5120756,-7,0
5010238,-20,0
5002111,-4,0
5038663,-28,C
5118638,-47,X
5028940,-2,C
5112637,-16,C
5066364,-28,C
5092253,-22,C
5042220,-5,C
5003897,-32,C
5116594,-4,C
5142790,-4,0
5115736,-22,X
5005017,-53,0
5092290,-10,C
5018505,-21,0
5105896,-27,X
5149009,-7,0
5120608,0,X
5067967,-28,C
5056061,-21,C
5118095,-59,0
5052819,-20,X
5003496,-5,0
5010313,-23,0
5005016,-29,X
5111098,-4,C
5003609,-5,C
5050488,-20,C
5091389,-39,X
5120724,-18,0
5078684,-40,0
5048646,-4,C
5117602,-25,C
5002224,-16,X
5068863,-1,0
5025045,-38,1
5010518,-30,C
5125662,-36,C
5041912,-16,C
5045812,-5,C
5062186,-18,C
5009042,-5,X
5090722,-39,C
5132398,-36,0
5023513,-53,X
5120649,-5,0
5052591,-12,1
5085654,-39,0
5023131,-7,X
5037305,-2,C
5029060,-21,C
5012462,-37,C
5053872,-48,X
5114023,-22,0
5018188,-11,C
5115791,-24,C
5062051,-31,C
5005193,-4,C
5089635,-35,0
5016878,-29,0
5053088,-4,C
5003509,-33,C
5095872,-45,X
5116957,-12,X
5105406,-25,X
5090715,-17,0
5095270,-13,C
5091061,-29,0
5105246,-35,C
5149146,-7,C
5067286,-2,C
5116184,-24,0
5136935,-15,0
5078522,-4,C
5105007,-31,C
5105896,-4,X
5061359,-14,0
5067783,-6,C
5090427,-25,C
5005416,-32,0
5011230,-12,C
5024035,-3,C
5028389,-48,0
5004351,-17,X
5096629,-47,0
5009022,-18,C
5149840,-10,0
5025059,-22,C
5022253,-26,C
5068626,-44,C
5058428,-5,C
5012254,-23,X
5068320,-5,C
5041139,-14,0
5091172,-26,C
5059866,-21,0
5090558,-2,X
5091964,-4,C
5012710,-37,X
5009966,-3,C
5120111,-13,0
5045469,-20,C
5105706,-15,C
5148857,-16,C
5062578,-45,C
5048034,-13,C
5090416,0,0
5066996,-5,X
5061181,-32,X
5046564,-46,0
5047640,-56,0
5009196,-17,0
5022868,-37,X
5048619,-38,0
5018162,-7,0
5068345,-16,C
5113749,-18,X
5003745,0,C
5009750,-20,0
5100050,-1,0
5017747,-20,C
5142095,-13,X
5113485,-2,C
5149680,-9,0
5003028,-29,X
5148788,-8,0
5012706,-37,0
5053798,-21,C
5002988,-34,C
5061077,-11,0
5121333,-8,0
5005008,-24,C
5038557,-6,0
5002523,-41,C
5135912,-14,0
5060453,-37,1
5047787,-8,0
5140063,-17,C
5115581,-29,X
5023745,-32,C
5137223,-7,0
5096030,-7,C
5003350,-39,0
5142975,0,C
5091131,-17,C
5028518,-24,C
5041791,-14,X
5028438,-12,C
5060170,-14,0
5048119,-13,C
5046110,-40,X
5148865,-40,X
5150072,-3,0
5115401,-37,X
5046039,-2,0
5137232,-47,C
5100366,-4,C
5125236,-37,0
5045540,-21,C
5085876,-28,0
5003882,-18,0
5009657,-5,X
5117132,-35,C
5105674,-33,C
5067287,-15,0
5016474,-33,0
5118213,-36,0
5012123,-5,X
5067719,-25,C
5067615,-34,C
5054052,-38,0
5148620,-7,C
5125864,-11,C
5054254,-16,X
5117141,-38,0
5137430,-36,0
5067346,-4,C
5126224,-10,X
5004571,-25,0
5078445,-27,C
5012187,-4,0
5089814,-19,0
5142745,-14,C
5018122,-21,0
5099787,-24,X
5047971,-13,0
5095194,-43,0
5002316,-10,C
5091447,-46,0
5016760,-17,C
5091828,-5,C
5048231,-34,C
5033994,0,0
5010559,-6,C
5143255,-3,0
5002277,-2,0
5011155,-53,X
5003356,-16,C
5029239,-52,0
5149639,-5,X
5022009,-1,0
5009889,-3,C
5060635,-29,X
5041868,-17,0
5036600,-14,C
5041846,-42,C
5022325,-23,X
5125181,-9,0
5061235,-26,0
5066950,-12,0
5066859,-12,C
5143127,-4,C
5005890,-16,C
5121986,-44,0
5061677,-34,C
5016736,-1,C
5146268,-27,C
5003070,-42,0
5099908,-2,C
5045850,0,0
5053701,-16,0
5121311,-24,X
5005355,-16,C
5008877,-7,0
5021769,0,C
5067283,-45,0
5062187,-15,C
5115865,-27,C
5065655,-26,C
5004381,-10,0
5106134,-3,C
5117561,-23,0
5125133,-28,0
5085786,-4,0
5028311,-13,0
5148537,-40,0
5091991,-10,X
5061972,-18,C
5126376,-1,X
5068238,-30,C
5022808,-24,C
5009681,-50,0
5062471,-26,0
5048555,-19,0
5126314,-30,C
5120729,-26,X
5135516,-4,C
5116215,-42,0
5003365,-45,X
5113818,-25,C
5011847,-19,X
5002250,-9,0
5011749,-12,X
5033652,-13,0
5095095,-8,X
5090546,-26,0
5002325,-15,0
5009866,-4,C
5126834,-32,0
5100181,-8,C
5114385,-11,C
5090952,-33,C
5121692,-23,0
5001991,-29,C
5029649,-6,0
5120448,-4,0
5001731,-7,X
5004546,-8,X
5125793,-46,C
5136997,-3,C
5078589,0,1
5115774,-9,0
5150411,-31,0
5091644,-19,X
5054587,-34,C
5062039,-26,C
5096699,-36,C
5045558,-17,0
5010424,-19,C
5009864,-33,0
5017120,-6,C
5017838,-37,0
5061076,-8,C
5029253,-22,C
5068839,-5,X
5125889,-43,C
5018402,-10,C
5089107,-10,0
5146176,-4,X
5096591,-49,X
5021530,-49,X
5069276,-41,C
5018207,-11,0
5036793,-28,0
5009456,-18,C
5142769,-11,1
5003121,-30,C
5089086,-34,0
5011731,-31,X
5096841,-34,0
5113181,-11,C
5113440,-10,0
5118433,-25,C
5018054,-41,C
5016576,-31,X
5037180,0,C
5142988,-11,C
5005609,-2,X
5143034,-12,0
5148497,-27,X
5121072,-5,C
5041419,-5,X
5091018,-20,C
5054652,-29,C
5021554,-18,C
5008873,-12,C
5121446,-24,C
5105030,-14,X
5016604,-30,0
5116503,-20,0
5121646,-20,C
5009811,-11,0
5079048,-22,0
5149710,-11,C
5038821,-10,0
5136919,-46,0
5060042,-36,0
5011939,-4,C
5125429,-29,X
5090843,-19,C
5005543,-35,X
5089796,-3,0
5004510,-47,C
5028838,-45,C
5003364,-2,0
5053539,-29,C
5136898,-3,C
5060883,-5,X
5024752,-51,0
5003188,-20,C
5024004,-35,X
5114307,-18,X
5050856,-33,0
5018088,-6,0
5003593,-23,C
5121908,-11,C
5017476,-42,X
5135603,-17,0
5120914,-13,C
5012504,-27,X
5009343,-16,0
5011840,-25,C
5148463,-8,C
5061165,-34,C
5011270,-24,C
5135425,-6,X
5023027,-37,C
5116633,-48,0
5010104,-29,X
5145717,-10,0
5021519,-14,C
5041677,-7,X
5028713,-34,C
5005814,-25,X
5002330,-21,0
5060699,-23,X
5105922,-1,C
5145850,-13,X
5099945,-1,X
5023206,-21,0
5122347,-11,C
5041394,-2,C
5009280,-17,C
5104984,-37,0
5004677,-24,0
5145856,-6,C
5029504,-18,C
5023389,-4,0
5024789,-7,C
5137543,-28,X
5033434,-35,C
5089671,-3,C
5068728,-22,0
5008843,-8,C
5116164,-26,0
5048121,-34,C
5132402,-2,1
5116932,-4,C
5121723,-15,0
5143058,0,0
5017367,-9,X
5096643,-8,X
